,counts,id
呀,422,388
绝对,422,389
那种,421,390
很赞,420,391
1,419,392
煎,419,393
霸王餐,419,394
各种,417,395
肉质,413,396
烧烤,410,397
哈哈哈,409,398
上面,407,399
还行,406,400
冰淇淋,404,401
舒服,402,402
久,400,403
10,399,404
很嫩,398,405
老公,397,406
超,395,407
免费,394,408
啥,393,409
小伙伴,393,410
店员,391,411
从,390,412
们,390,413
挺好吃,389,414
不少,388,415
建议,387,416
鸡肉,387,417
点心,386,418
确实,386,419
新开,385,420
食物,385,421
炒,385,422
打包,383,423
主要,381,424
周末,379,425
一口,379,426
羊肉,379,427
吗,377,428
烤肉,376,429
三个,376,430
帮,376,431
整体,375,432
番茄,375,433
棒棒,373,434
还要,373,435
也好,371,436
难吃,370,437
并,370,438
清淡,366,439
抹,365,440
过去,364,441
一杯,364,442
炸,363,443
新,361,444
鲜美,359,445
),359,446
开心,359,447
(,358,448
6,357,449
拌,357,450
看着,355,451
空调,353,452
尤其,353,453
^,352,454
很快,351,455
大概,350,456
算是,350,457
风格,348,458
桌子,347,459
惊艳,346,460
满足,346,461
一碗,346,462
份,346,463
配菜,345,464
公司,343,465
”,343,466
位子,342,467
奶油,342,468
“,342,469
饼,339,470
机会,338,471
估计,337,472
沙拉,336,473
!,336,474
聚餐,336,475
不到,335,476
终于,334,477
馄饨,334,478
于是,332,479
8,329,480
糯,329,481
没想到,329,482
嘛,328,483
调料,328,484
点菜,328,485
可是,328,486
尝尝,327,487
别的,327,488
分钟,325,489
打,325,490
下午茶,324,491
搭配,323,492
下午,323,493
可爱,322,494
干,320,495
多次,318,496
牛舌,317,497
提前,317,498
路,315,499
煮,312,500
而,312,501
用餐,311,502
丰富,311,503
冰,311,504
样子,310,505
冰激凌,309,506
入口,309,507
反正,309,508
座位,308,509
体验,308,510
炒饭,308,511
烤鱼,307,512
鹅,307,513
慢,306,514
油,306,515
料,305,516
汉堡,304,517
总之,304,518
普通,303,519
工作日,302,520
稍微,301,521
竟然,301,522
鸡翅,298,523
嚼,298,524
够,297,525
虾仁,297,526
后面,297,527
时,296,528
蘸,294,529
出,294,530
好好,293,531
下去,291,532
还会来,290,533
下来,289,534
排,288,535
炸鸡,287,536
夏天,287,537
以为,287,538
腻,287,539
精致,285,540
饱,283,541
宝宝,283,542
肝,282,543
很少,282,544
主食,281,545
排骨,280,546
对于,280,547
酱料,279,548
左右,279,549
券,279,550
卷,279,551
可,279,552
问题,278,553
名字,278,554
小朋友,278,555
米饭,277,556
唯一,277,557
劲,277,558
包,277,559
很小,276,560
皮,276,561
当然,275,562
猪排,275,563
些,275,564
它,272,565
100,272,566
停车,271,567
简直,271,568
小菜,271,569
日料,271,570
地,271,571
土豆,270,572
印象,270,573
是不是,270,574
这边,268,575
楼,267,576
小贵,266,577
烧,266,578
中规中矩,265,579
广场,265,580
饭店,265,581
更好,265,582
不太,265,583
香味,265,584
韩国,264,585
前,264,586
品质,264,587
折,264,588
却,263,589
刚,263,590
作为,262,591
种类,262,592
+,262,593
你们,260,594
果然,259,595
为什么,259,596
面条,259,597
真,258,598
一块,258,599
汁,258,600
酸,258,601
水,257,602
:,257,603
继续,257,604
拉面,257,605
下面,256,606
相当,255,607
到位,255,608
人均,255,609
聚会,254,610
美食,253,611
微辣,253,612
小店,252,613
为,251,614
️,251,615
7,251,616
不行,251,617
煲,250,618
撑,250,619
油腻,248,620
重,248,621
地道,248,622
想象,247,623
好找,247,624
小哥,247,625
午餐,246,626
鳗鱼,245,627
健康,245,628
评价,245,629
菜量,244,630
汤底,244,631
略,244,632
挺不错,243,633
上次,243,634
30,242,635
原味,242,636
薯条,242,637
店铺,242,638
肥牛,242,639
周到,241,640
有个,241,641
牛,241,642
每个,241,643
几乎,241,644
鸭,240,645
不如,240,646
鲜,240,647
消费,239,648
清爽,239,649
顾客,238,650
为了,238,651
午市,237,652
拍照,237,653
牛油果,237,654
无功,237,655
容易,236,656
主动,236,657
预约,236,658
贴心,235,659
很香,235,660
原来,234,661
貌似,234,662
毕竟,234,663
四个,233,664
店内,233,665
介绍,233,666
根本,233,667
滑,233,668
隔壁,233,669
不想,232,670
生日,232,671
胃口,232,672
20,232,673
约,230,674
酸奶,230,675
早,230,676
蛋,230,677
首先,229,678
加上,228,679
连,228,680
或者,227,681
近,227,682
接受,227,683
看看,227,684
二楼,226,685
不同,226,686
无过,226,687
满,226,688
人不多,224,689
整个,224,690
鸡蛋,224,691
阿姨,224,692
由于,224,693
肯定,223,694
甜点,223,695
/,223,696
粉丝,222,697
一点点,222,698
_,221,699
钱,220,700
冷,220,701
分,219,702
关键,219,703
去过,219,704
12,219,705
虾饺,218,706
次,217,707
忘记,217,708
个头,216,709
好看,216,710
港式,216,711
闺蜜,216,712
麻辣,215,713
必须,214,714
份量,214,715
脆,213,716
道,212,717
很鲜,212,718
先,212,719
掉,211,720
酱汁,211,721
回家,210,722
=,210,723
与,210,724
硬,210,725
很足,210,726
对面,210,727
叉烧,209,728
写,209,729
听,209,730
酸菜鱼,209,731
孩子,209,732
老板娘,208,733
安静,207,734
人点,206,735
酱油,206,736
人多,206,737
代金券,206,738
刚刚,205,739
记得,205,740
平时,204,741
找到,204,742
服务生,204,743
芥末,204,744
下班,204,745
爽口,204,746
羊肉串,203,747
汤汁,203,748
菜式,202,749
啤酒,202,750
手,202,751
米线,201,752
适中,201,753
草莓,201,754
片,201,755
泡,201,756
最好,201,757
离,200,758
感谢,200,759
据说,200,760
好久,200,761
有人,200,762
越来越,200,763
价钱,199,764
要求,198,765
粉,198,766
品尝,198,767
搞,198,768
鱿鱼,198,769
儿子,197,770
这点,197,771
较,196,772
一种,196,773
鲜嫩,196,774
蚝,195,775
蒸,195,776
惊喜,195,777
一楼,194,778
羊排,194,779
菜色,193,780
看上去,193,781
点单,193,782
鱼头,193,783
跑,192,784
拍,191,785
不腻,191,786
听说,191,787
质量,190,788
多少,190,789
两次,189,790
坐在,189,791
浓,189,792
卖,189,793
午饭,188,794
米,188,795
帮忙,187,796
咬,187,797
可口,187,798
还点,187,799
布丁,186,800
饿,186,801
小吃,186,802
滴,186,803
哟,186,804
单点,185,805
清新,185,806
只要,185,807
日本,185,808
黄,185,809
日式,184,810
呵呵,184,811
不吃,184,812
包房,183,813
Q,183,814
进门,183,815
大虾,183,816
一层,183,817
差评,182,818
一道,182,819
不怎么,182,820
不辣,181,821
烤鸭,181,822
淡,181,823
卫生,181,824
再来,181,825
软,181,826
吃不完,180,827
15,180,828
杯,179,829
厨师,178,830
火锅店,178,831
创意,178,832
一半,178,833
提醒,177,834
完美,177,835
鱼肉,177,836
当,176,837
偏,176,838
准备,176,839
甜甜的,176,840
醉,175,841
结账,175,842
厚,175,843
牛奶,174,844
串串,174,845
牛腩,174,846
妈妈,174,847
其它,173,848
日,172,849
总的来说,172,850
电影,171,851
碗,171,852
猪,171,853
椒盐,170,854
菠萝,170,855
尝,170,856
扇贝,170,857
饭点,170,858
楼下,170,859
生菜,170,860
糖,169,861
脆脆,169,862
十三,169,863
家里,169,864
金枪鱼,168,865
柠檬,168,866
一桌,168,867
9,168,868
家门口,168,869
十分,168,870
吃饱,167,871
重要,167,872
关系,166,873
长,165,874
每,165,875
鱼片,164,876
小食,164,877
吵,164,878
放在,164,879
优雅,164,880
突然,164,881
催,163,882
预定,163,883
属于,163,884
⋯,163,885
期待,162,886
一只,162,887
所有,162,888
冬阴功,162,889
商家,161,890
微信,161,891
蟹粉,161,892
超赞,161,893
吸引,161,894
果汁,160,895
内,160,896
打折,160,897
特地,160,898
特意,160,899
不贵,159,900
偏甜,159,901
50,159,902
、,159,903
上去,159,904
那里,158,905
进来,158,906
我点,158,907
晚,158,908
一会,158,909
石锅,157,910
开业,157,911
看起来,157,912
商场,156,913
小聚,156,914
料理,156,915
拌面,156,916
改进,156,917
聊天,155,918
薄,155,919
价位,155,920
明显,155,921
坐下,155,922
辣味,155,923
回来,155,924
油条,155,925
原因,155,926
酒店,155,927
告知,154,928
冲着,154,929
餐具,153,930
南瓜,153,931
总,153,932
就餐,153,933
端上来,153,934
熟,152,935
不高,152,936
11,152,937
沙包,151,938
分店,151,939
边,151,940
辣椒,151,941
玩,151,942
经典,151,943
以,151,944
鸡汤,151,945
类似,151,946
很浓,150,947
请,150,948
烫,150,949
考虑,150,950
菌菇,150,951
基本上,150,952
新店,150,953
边上,150,954
蒜,150,955
路上,149,956
女儿,149,957
流,149,958
心情,149,959
干锅,148,960
小小的,148,961
逛,148,962
不了,148,963
一大,148,964
调味,147,965
本身,147,966
相对,147,967
难,147,968
黄鱼,146,969
偶尔,146,970
这是,146,971
不得不,145,972
的确,145,973
泡菜,145,974
弹性,145,975
串,145,976
吃不下,144,977
亲切,144,978
豆浆,144,979
不然,143,980
芙,143,981
中间,143,982
之类,143,983
地铁,143,984
茶餐厅,143,985
很饱,143,986
骨头,142,987
果断,142,988
口,142,989
吃火锅,142,990
享受,142,991
全部,142,992
有点咸,142,993
天气,141,994
晚饭,141,995
用心,141,996
决定,141,997
天,141,998
两份,141,999
毛肚,141,1000
无,141,1001
开胃,140,1002
太少,140,1003
传统,140,1004
解决,140,1005
五花肉,140,1006
类,140,1007
最爱,140,1008
不足,139,1009
昨天,139,1010
浪费,139,1011
看见,139,1012
地理位置,138,1013
糕,138,1014
桌,138,1015
家人,138,1016
弹,138,1017
晚餐,138,1018
牛肉丸,138,1019
蘑菇,137,1020
开张,137,1021
就要,137,1022
醋,137,1023
照片,137,1024
忘,137,1025
糯米,137,1026
告诉,137,1027
意面,136,1028
交通,136,1029
吃个,136,1030
汁水,136,1031
新品,136,1032
麻辣烫,136,1033
斤,135,1034
土豆泥,135,1035
一股,135,1036
合算,134,1037
金针菇,134,1038
炖,134,1039
海胆,134,1040
女生,134,1041
团,134,1042
十足,134,1043
萝卜,134,1044
过瘾,134,1045
哎,134,1046
黑,133,1047
满满的,133,1048
意外,133,1049
腿,133,1050
一张,133,1051
厨房,133,1052
多点,133,1053
依旧,132,1054
杯子,132,1055
还来,132,1056
肚子,132,1057
星,132,1058
猪肉,132,1059
楼上,132,1060
香草,131,1061
花,131,1062
雪花,131,1063
就算,130,1064
捞,130,1065
冻,130,1066
太甜,130,1067
不大,130,1068
吧,130,1069
铁,130,1070
盘子,130,1071
方面,130,1072
话,130,1073
简单,130,1074
摆盘,130,1075
涮,129,1076
五星,129,1077
及时,129,1078
一共,129,1079
酸菜,129,1080
泰式,129,1081
电话,129,1082
章鱼,129,1083
相比,128,1084
很甜,128,1085
说实话,128,1086
影响,128,1087
客气,127,1088
好次,127,1089
字,127,1090
正,127,1091
沾,127,1092
之一,127,1093
*,127,1094
咯,127,1095
烤鸡,127,1096
红豆,126,1097
小笼,126,1098
咋,126,1099
那天,126,1100
有待,126,1101
一顿,126,1102
本,125,1103
这些,125,1104
泡饭,125,1105
墨鱼,125,1106
位,125,1107
刚好,125,1108
双拼,125,1109
台湾,125,1110
],125,1111
老妈,125,1112
红,125,1113
站,124,1114
强烈推荐,124,1115
每天,124,1116
没吃过,124,1117
焦糖,124,1118
[,124,1119
提供,124,1120
意,124,1121
即,123,1122
哈,123,1123
一盘,123,1124
位于,122,1125
偏咸,122,1126
人家,122,1127
再次,122,1128
茄子,122,1129
人少,122,1130
是因为,122,1131
点餐,121,1132
大爱,121,1133
靠窗,121,1134
当时,121,1135
配料,121,1136
量足,121,1137
铁板,121,1138
水准,121,1139
香肠,121,1140
化,121,1141
红烧肉,121,1142
两人,121,1143
正常,121,1144
一位,120,1145
食堂,120,1146
酸酸甜甜,120,1147
人太多,119,1148
玉米,119,1149
风味,119,1150
谢谢,119,1151
挑,119,1152
餐,119,1153
颜色,119,1154
人员,119,1155
鳕鱼,119,1156
粒,118,1157
两种,118,1158
点赞,118,1159
满满,118,1160
乳鸽,117,1161
丸子,117,1162
淡淡的,117,1163
图片,117,1164
错过,117,1165
凤爪,117,1166
鸡排,116,1167
半小时,116,1168
谁,116,1169
下单,116,1170
椒,115,1171
半天,115,1172
越,115,1173
奇怪,115,1174
來,115,1175
手机,115,1176
亲民,115,1177
来到,115,1178
酒,115,1179
鸡爪,114,1180
卖相,114,1181
符合,114,1182
颜值,114,1183
耐心,114,1184
主打,114,1185
难得,114,1186
经理,114,1187
死,114,1188
舒适,114,1189
不太好,114,1190
蟹肉,114,1191
花生,114,1192
服务周到,114,1193
..,114,1194
点多,114,1195
一边,113,1196
总是,113,1197
半个,113,1198
感,113,1199
食欲,113,1200
第一,113,1201
肉类,113,1202
早餐,113,1203
整洁,113,1204
怕,113,1205
嗲,113,1206
煲仔饭,113,1207
部分,113,1208
爽,113,1209
芝麻,113,1210
不像,112,1211
噢,112,1212
经济,112,1213
自助餐,112,1214
头,112,1215
区,112,1216
很脆,112,1217
三,112,1218
吃掉,112,1219
酸辣,112,1220
外,112,1221
评论,112,1222
蒜蓉,112,1223
离家,111,1224
吃货,111,1225
素菜,111,1226
有点像,111,1227
全是,111,1228
或,111,1229
加点,111,1230
一级,111,1231
提高,111,1232
半,110,1233
本人,110,1234
重新,110,1235
蛋黄,110,1236
月,110,1237
意大利,110,1238
上桌,110,1239
餐前,110,1240
切,110,1241
夜宵,110,1242
漂亮,110,1243
量少,109,1244
一条,109,1245
前面,109,1246
别家,109,1247
太多,109,1248
一看,109,1249
香港,109,1250
40,109,1251
冷面,109,1252
合适,109,1253
厚实,108,1254
冷菜,108,1255
才能,108,1256
电梯,108,1257
培根,108,1258
堂,108,1259
月光,108,1260
桌上,108,1261
别人,108,1262
明明,108,1263
块钱,108,1264
使用,108,1265
布置,108,1266
川菜,107,1267
18,107,1268
虾肉,107,1269
它家,107,1270
新疆,107,1271
OK,107,1272
嗯,107,1273
—,107,1274
远,107,1275
香蕉,107,1276
美,107,1277
遗憾,106,1278
一圈,106,1279
月饼,106,1280
两,106,1281
猪肚,106,1282
黄瓜,106,1283
地段,106,1284
鲜肉,106,1285
宽敞,106,1286
很久没,106,1287
等等,105,1288
美女,105,1289
氛围,105,1290
上班,105,1291
温馨,105,1292
哈哈哈哈,105,1293
赞赞,105,1294
另,105,1295
面粉,105,1296
单,104,1297
仔,104,1298
冰镇,104,1299
酥脆,104,1300
饮品,104,1301
龙之梦,104,1302
装,104,1303
汤头,104,1304
鲍鱼,104,1305
那边,104,1306
营业,104,1307
造型,104,1308
重点,104,1309
赠送,104,1310
一人,104,1311
靠,103,1312
注意,103,1313
安排,103,1314
爆,103,1315
几天,103,1316
锅贴,103,1317
太小,103,1318
当天,103,1319
为主,103,1320
味精,103,1321
习惯,102,1322
辣辣的,102,1323
表示,102,1324
nice,102,1325
小孩,102,1326
回去,102,1327
亮点,102,1328
支付宝,102,1329
（,102,1330
至少,102,1331
超好,101,1332
没点,101,1333
提拉,101,1334
全,101,1335
发票,101,1336
经过,101,1337
泰国,101,1338
韩式,101,1339
网上,101,1340
已,101,1341
鲜榨,101,1342
个人感觉,101,1343
浇头,101,1344
美式,101,1345
办法,100,1346
....,100,1347
拼,100,1348
依然,100,1349
进店,100,1350
任何,100,1351
腥味,100,1352
那样,100,1353
像是,100,1354
专门,100,1355
王,100,1356
好大,100,1357
一天,100,1358
米苏,100,1359
浓浓的,99,1360
小姑娘,99,1361
在家,99,1362
事情,99,1363
噱头,99,1364
老婆,99,1365
有种,99,1366
风,99,1367
会员,99,1368
比起,98,1369
辣酱,98,1370
西瓜,98,1371
要点,98,1372
客户,98,1373
不得了,98,1374
云南,98,1375
牛肉面,98,1376
球,98,1377
弄,98,1378
海南,98,1379
足够,98,1380
员工,98,1381
低,98,1382
肠粉,97,1383
力,97,1384
菜肴,97,1385
点个,97,1386
地下,97,1387
下饭,97,1388
潮汕,97,1389
趁热,97,1390
空心菜,97,1391
香菇,97,1392
小时候,96,1393
坐满,96,1394
那家,96,1395
双人,96,1396
丝,96,1397
周围,96,1398
搜,96,1399
马上,95,1400
周六,95,1401
88,95,1402
拿破仑,95,1403
不怎么样,95,1404
灯光,95,1405
以上,95,1406
38,95,1407
想到,95,1408
制作,94,1409
馅,94,1410
处理,94,1411
买一送一,94,1412
保持,94,1413
要是,94,1414
娃娃,94,1415
忙,94,1416
鲜虾,94,1417
情况,94,1418
重庆,94,1419
猪蹄,94,1420
很漂亮,94,1421
图,94,1422
高大,94,1423
三明治,94,1424
一句,93,1425
带子,93,1426
偏贵,93,1427
不知,93,1428
猪颈肉,93,1429
骨,93,1430
点点,93,1431
其中,93,1432
心,93,1433
想要,93,1434
好久没,93,1435
愉快,93,1436
音乐,93,1437
空间,93,1438
进,93,1439
茶水,93,1440
咸蛋,93,1441
一盆,92,1442
现场,92,1443
木有,92,1444
自然,92,1445
五点,92,1446
很近,92,1447
筷子,92,1448
折扣,92,1449
香辣,92,1450
好去处,92,1451
良心,92,1452
同学,92,1453
包装,92,1454
肥,92,1455
玫瑰,92,1456
很辣,92,1457
系列,91,1458
不管,91,1459
各,91,1460
水平,91,1461
超市,91,1462
火,91,1463
饭团,90,1464
道菜,90,1465
于,90,1466
之,90,1467
招牌菜,90,1468
丢,90,1469
也许,90,1470
特价,90,1471
抽中,90,1472
焗,90,1473
顺便,90,1474
过生日,90,1475
龙利鱼,90,1476
我家,89,1477
妹子,89,1478
奶,89,1479
一片,89,1480
赞赞赞,89,1481
一会儿,89,1482
工作,89,1483
三种,89,1484
香脆,89,1485
表演,89,1486
油炸,89,1487
200,89,1488
打电话,89,1489
城,89,1490
早上,89,1491
吧台,88,1492
是否,88,1493
以及,88,1494
奶盖,88,1495
关门,88,1496
甜虾,88,1497
装饰,88,1498
特,88,1499
➕,88,1500
夹,88,1501
门面,88,1502
地铁站,88,1503
红糖,88,1504
半价,88,1505
收,88,1506
单位,87,1507
老外,87,1508
师傅,87,1509
再点,87,1510
周边,87,1511
外皮,87,1512
哪里,87,1513
血,87,1514
羊腿,87,1515
挺大,86,1516
有时候,86,1517
然而,86,1518
一小,86,1519
试试看,86,1520
挺快,86,1521
撒,86,1522
周五,86,1523
甜味,86,1524
丸,86,1525
小份,86,1526
面馆,86,1527
奶酪,86,1528
米粉,86,1529
内容,86,1530
离家近,85,1531
草,85,1532
黄油,85,1533
不錯,85,1534
下雨天,85,1535
嘴里,85,1536
冰块,85,1537
住,85,1538
奶昔,84,1539
手工,84,1540
组合,84,1541
做好,84,1542
说话,84,1543
她们,84,1544
抽到,84,1545
不爱,84,1546
起,84,1547
懂,84,1548
独特,84,1549
成,84,1550
酸甜,84,1551
细腻,84,1552
简餐,84,1553
品牌,84,1554
蛤蜊,84,1555
ok,83,1556
做法,83,1557
会员卡,83,1558
洋葱,83,1559
春卷,83,1560
收银,83,1561
•,83,1562
反应,83,1563
询问,83,1564
想着,83,1565
饱满,83,1566
贝,83,1567
工作餐,82,1568
入座,82,1569
虾饼,82,1570
圈,82,1571
显得,82,1572
28,82,1573
第二天,82,1574
大厅,82,1575
每人,82,1576
试吃,82,1577
来过,82,1578
甜度,82,1579
拉,81,1580
紫薯,81,1581
定,81,1582
超高,81,1583
火爆,81,1584
皇,81,1585
盐,81,1586
火腿,81,1587
嘈杂,81,1588
吊龙,81,1589
全程,81,1590
两杯,81,1591
豆花,81,1592
错,81,1593
店长,81,1594
高兴,81,1595
订,81,1596
红烧,81,1597
如此,81,1598
原本,81,1599
推出,81,1600
区别,80,1601
首选,80,1602
❤,80,1603
pizza,80,1604
表扬,80,1605
大块,80,1606
爸爸,80,1607
部队,80,1608
星巴克,80,1609
包厢,79,1610
鲜味,79,1611
款,79,1612
差点,79,1613
从来,79,1614
休息,79,1615
感受,79,1616
千层,79,1617
汤包,79,1618
支持,79,1619
烂,79,1620
价廉物美,79,1621
68,79,1622
靠近,79,1623
鲈鱼,79,1624
挤,79,1625
大肠,79,1626
添加,79,1627
办,78,1628
雪冰,78,1629
中国,78,1630
老店,78,1631
酸酸的,78,1632
黑鱼,78,1633
底,78,1634
拉肚子,78,1635
尚可,78,1636
海盐,78,1637
培训,78,1638
糍粑,78,1639
再也,78,1640
幸运,78,1641
慢慢,78,1642
泰国菜,78,1643
等待,78,1644
酒吧,77,1645
鸭血,77,1646
火候,77,1647
逛街,77,1648
走进,77,1649
炒面,77,1650
大悦,77,1651
酥皮,77,1652
蛮高,77,1653
奶味,77,1654
想来,77,1655
凉菜,77,1656
设计,77,1657
麻烦,77,1658
包括,77,1659
凉,77,1660
太油,77,1661
且,76,1662
过程,76,1663
主题,76,1664
热闹,76,1665
网红,76,1666
热心,76,1667
条,76,1668
年,76,1669
百叶,76,1670
每桌,76,1671
有没有,76,1672
节奏,76,1673
光临,76,1674
锅巴,76,1675
勤快,76,1676
翅,76,1677
大堂,76,1678
卖完,76,1679
馒头,76,1680
再说,76,1681
北极,76,1682
限量,76,1683
难道,76,1684
本帮菜,76,1685
咖啡店,76,1686
期间,76,1687
种,75,1688
忍不住,75,1689
一试,75,1690
缘故,75,1691
腌制,75,1692
太慢,75,1693
我要,75,1694
主菜,75,1695
恰到好处,75,1696
按,75,1697
前菜,75,1698
剩下,75,1699
似乎,75,1700
季节,75,1701
热菜,75,1702
变成,75,1703
太久,75,1704
鸳鸯,75,1705
好友,75,1706
遇到,75,1707
很爽,74,1708
五角场,74,1709
太咸,74,1710
同样,74,1711
太辣,74,1712
早饭,74,1713
无法,74,1714
气氛,74,1715
拥挤,74,1716
麻,74,1717
一锅,74,1718
满分,74,1719
变,74,1720
支付,74,1721
事,74,1722
多汁,74,1723
冒,74,1724
菠菜,74,1725
理解,74,1726
看来,74,1727
开门,74,1728
反而,74,1729
帅哥,74,1730
减肥,73,1731
苦,73,1732
万达,73,1733
凉皮,73,1734
同时,73,1735
⊙,73,1736
烤串,73,1737
情调,73,1738
超大,73,1739
有意思,73,1740
可乐,73,1741
の,73,1742
冰沙,73,1743
等到,73,1744
沙发,73,1745
张,73,1746
莴笋,73,1747
棉花,73,1748
红茶,73,1749
哪,73,1750
甜腻,73,1751
度,73,1752
云吞,72,1753
👍,72,1754
意思,72,1755
抱,72,1756
不值,72,1757
人来,72,1758
说明,72,1759
放心,72,1760
厚切,72,1761
椰子,72,1762
花菜,72,1763
更加,72,1764
结束,72,1765
